Strike,Moneyness,Bid,Mid,Ask,Last,Change,%Change,Volume,"Open Int","OI Chg",IV,Delta,Type,Time
148.00,-28.52%,1.48,1.52,1.56,1.44,-0.11,-7.10%,864,"13,510",+193,52.13%,-0.0629,Put,10/29/25
150.00,-27.55%,1.63,1.67,1.70,1.66,-0.12,-6.74%,"6,970","66,243",-132,51.62%,-0.0683,Put,10/29/25
152.00,-26.58%,1.76,1.81,1.85,1.76,-0.10,-5.38%,228,"15,410",-2,50.73%,-0.0729,Put,10/29/25
154.00,-25.62%,1.92,1.96,2.01,1.96,-0.08,-3.92%,146,"5,379",-9,50.51%,-0.0801,Put,10/29/25
155.00,-25.14%,2.03,2.07,2.10,2.07,-0.13,-5.91%,"1,531","16,477",-436,50.42%,-0.0840,Put,10/29/25
156.00,-24.65%,2.10,2.15,2.19,2.08,-0.20,-8.77%,422,"5,369",+110,50.07%,-0.0870,Put,10/29/25
158.00,-23.69%,2.31,2.35,2.39,2.29,-0.18,-7.29%,526,"5,077",-369,49.67%,-0.0945,Put,10/29/25
160.00,-22.72%,2.51,2.56,2.61,2.57,-0.28,-9.82%,"3,552","54,366","-1,425",49.27%,-0.1025,Put,10/29/25
162.00,-21.75%,2.76,2.80,2.85,2.81,-0.17,-5.70%,581,"6,051",+27,48.89%,-0.1110,Put,10/29/25
164.00,-20.79%,3.00,3.08,3.15,2.98,-0.27,-8.31%,580,"5,715",+262,48.55%,-0.1202,Put,10/29/25
165.00,-20.31%,3.15,3.20,3.25,3.17,-0.37,-10.45%,"2,575","19,909","-1,179",48.16%,-0.1241,Put,10/29/25
166.00,-19.82%,3.30,3.35,3.40,3.40,-0.22,-6.08%,255,"8,613",+45,48.41%,-0.1306,Put,10/29/25
167.00,-19.34%,3.45,3.50,3.55,3.45,-0.35,-9.21%,221,"4,904",+847,47.76%,-0.1338,Put,10/29/25
168.00,-18.86%,3.60,3.65,3.70,3.65,-0.35,-8.75%,78,"4,128",-50,47.80%,-0.1398,Put,10/29/25
169.00,-18.37%,3.75,3.83,3.90,3.80,-0.30,-7.32%,52,"3,281",+20,47.59%,-0.1450,Put,10/29/25
170.00,-17.89%,3.90,3.97,4.05,4.00,-0.45,-10.11%,"2,565","28,707",+146,47.57%,-0.1510,Put,10/29/25
171.00,-17.41%,4.10,4.18,4.25,4.05,-0.44,-9.80%,747,"2,061",+12,47.42%,-0.1567,Put,10/29/25
172.00,-16.92%,4.30,4.35,4.40,4.35,-0.40,-8.42%,359,"2,417",-37,47.24%,-0.1624,Put,10/29/25
173.00,-16.44%,4.45,4.53,4.60,4.39,-0.51,-10.41%,158,"1,846",+17,47.03%,-0.1681,Put,10/29/25
174.00,-15.96%,4.65,4.73,4.80,4.75,-0.52,-9.87%,165,"1,608",+17,47.01%,-0.1747,Put,10/29/25
175.00,-15.48%,4.90,4.95,5.00,4.97,-0.63,-11.25%,"3,965","17,166","+1,414",46.93%,-0.1812,Put,10/29/25
176.00,-14.99%,5.10,5.18,5.25,5.25,-0.35,-6.25%,307,"1,507",+2,47.06%,-0.1887,Put,10/29/25
177.00,-14.51%,5.30,5.38,5.45,5.40,-0.71,-11.62%,150,"1,565",+20,46.66%,-0.1942,Put,10/29/25
178.00,-14.03%,5.55,5.63,5.70,5.60,-0.84,-13.04%,431,"3,725",+53,46.43%,-0.2006,Put,10/29/25
179.00,-13.54%,5.80,5.85,5.90,5.85,-0.56,-8.74%,893,"2,263",+296,46.36%,-0.2077,Put,10/29/25
180.00,-13.06%,6.05,6.10,6.15,6.10,-0.85,-12.23%,"7,238","30,045",-384,46.27%,-0.2148,Put,10/29/25
181.00,-12.58%,6.20,6.33,6.45,6.20,-0.85,-12.06%,647,"2,480",-22,45.63%,-0.2201,Put,10/29/25
182.00,-12.09%,6.45,6.60,6.75,6.66,-0.79,-10.60%,264,"1,885",-11,46.20%,-0.2298,Put,10/29/25
183.00,-11.61%,6.80,6.90,7.00,6.75,-0.85,-11.18%,255,"1,628",-11,45.99%,-0.2369,Put,10/29/25
184.00,-11.13%,7.10,7.20,7.30,7.08,-0.92,-11.50%,167,"1,119",-31,45.96%,-0.2448,Put,10/29/25
185.00,-10.65%,7.30,7.45,7.60,7.50,-1.11,-12.89%,"1,608","8,449",+590,45.90%,-0.2526,Put,10/29/25
186.00,-10.16%,7.60,7.75,7.90,7.90,-0.86,-9.82%,413,"3,811",+22,46.13%,-0.2614,Put,10/29/25
187.00,-9.68%,7.90,8.05,8.20,8.15,-0.60,-6.86%,79,"2,982",+81,45.85%,-0.2688,Put,10/29/25
188.00,-9.20%,8.35,8.43,8.50,8.35,-1.21,-12.66%,152,"1,255",-81,45.40%,-0.2760,Put,10/29/25
189.00,-8.71%,8.60,8.73,8.85,8.80,-0.93,-9.56%,116,"1,110",-9,45.70%,-0.2852,Put,10/29/25
190.00,-8.23%,8.95,9.05,9.15,9.05,-1.30,-12.56%,"4,351","6,686",+284,45.36%,-0.2928,Put,10/29/25
191.00,-7.75%,9.30,9.40,9.50,9.50,-1.20,-11.21%,475,"1,021",+34,45.59%,-0.3020,Put,10/29/25
192.00,-7.26%,9.65,9.78,9.90,9.80,-1.22,-11.07%,166,366,+58,45.35%,-0.3101,Put,10/29/25
193.00,-6.78%,10.00,10.13,10.25,10.20,-1.06,-9.41%,170,381,+39,45.38%,-0.3189,Put,10/29/25
194.00,-6.30%,10.30,10.43,10.55,10.50,-1.28,-10.87%,225,"1,184",+732,45.10%,-0.3272,Put,10/29/25
195.00,-5.82%,10.75,10.88,11.00,10.88,-1.60,-12.82%,"2,382","2,879","+1,205",45.02%,-0.3359,Put,10/29/25
200.00,-3.40%,12.80,12.93,13.05,13.05,-1.81,-12.18%,"5,097","5,202","+2,088",44.99%,-0.3812,Put,10/29/25
205.00,-0.99%,15.05,15.20,15.35,15.20,-2.22,-12.74%,"1,833",688,+47,44.28%,-0.4274,Put,10/29/25
210.00,+1.43%,17.05,17.48,17.90,17.94,-2.51,-12.27%,"1,983","3,577",+873,43.32%,-0.4755,Put,10/29/25
212.00,+2.40%,18.60,18.80,19.00,18.99,-2.14,-10.13%,324,278,+103,44.33%,-0.4928,Put,10/29/25
213.00,+2.88%,19.25,19.40,19.55,19.23,-2.82,-12.79%,341,118,+2,43.90%,-0.5028,Put,10/29/25
214.00,+3.36%,19.75,19.93,20.10,20.13,-2.57,-11.32%,298,43,+19,43.75%,-0.5124,Put,10/29/25
215.00,+3.84%,20.30,20.50,20.70,20.62,-2.73,-11.69%,711,611,+3,44.01%,-0.5210,Put,10/29/25
216.00,+4.33%,20.95,21.13,21.30,21.00,-3.00,-12.50%,7,218,-1,43.44%,-0.5316,Put,10/29/25
217.00,+4.81%,21.55,21.73,21.90,22.50,-1.75,-7.22%,15,33,-6,43.73%,-0.5402,Put,10/29/25
218.00,+5.29%,22.20,22.35,22.50,22.60,-2.30,-9.24%,20,39,-10,43.75%,-0.5492,Put,10/29/25
219.00,+5.78%,22.70,22.90,23.10,23.25,-2.85,-10.92%,40,207,-1,43.54%,-0.5589,Put,10/29/25
220.00,+6.26%,23.30,23.53,23.75,23.75,-2.48,-9.45%,618,"1,269",+54,44.10%,-0.5661,Put,10/29/25
221.00,+6.74%,24.05,24.20,24.35,24.35,-2.25,-8.46%,45,94,-24,43.98%,-0.5753,Put,10/29/25
222.00,+7.23%,24.70,24.85,25.00,24.95,-2.65,-9.60%,134,84,-2,43.84%,-0.5848,Put,10/29/25
223.00,+7.71%,25.25,25.45,25.65,26.00,-2.14,-7.60%,301,278,-1,43.41%,-0.5952,Put,10/29/25
224.00,+8.19%,26.00,26.18,26.35,26.30,-3.09,-10.51%,87,154,-2,43.89%,-0.6019,Put,10/29/25
225.00,+8.67%,26.70,26.85,27.00,27.45,-2.68,-8.89%,199,237,+2,43.54%,-0.6121,Put,10/29/25
226.00,+9.16%,27.25,27.48,27.70,27.85,-2.77,-9.05%,141,105,+29,43.38%,-0.6216,Put,10/29/25
227.00,+9.64%,28.05,28.20,28.35,28.65,-7.15,-19.97%,114,116,unch,43.46%,-0.6300,Put,10/29/25
228.00,+10.12%,28.75,28.90,29.05,29.35,-7.47,-20.29%,151,222,unch,43.45%,-0.6384,Put,10/29/25
230.00,+11.09%,30.10,30.30,30.50,30.80,-3.00,-8.88%,91,450,-17,43.37%,-0.6554,Put,10/29/25
235.00,+13.50%,33.00,34.18,35.35,34.00,-9.84,-22.45%,33,142,-1,43.38%,-0.6952,Put,10/29/25
240.00,+15.92%,36.75,38.03,39.30,37.77,-3.23,-7.88%,760,50,+3,43.06%,-0.7357,Put,10/29/25
245.00,+18.33%,40.70,42.05,43.40,41.65,-3.95,-8.66%,61,87,-2,42.53%,-0.7732,Put,10/29/25
250.00,+20.75%,44.90,46.28,47.65,46.15,-3.53,-7.11%,598,71,+6,43.70%,-0.7987,Put,10/29/25
255.00,+23.16%,49.15,49.97,50.80,50.10,-14.10,-21.96%,205,1,unch,42.25%,-0.8377,Put,10/29/25
260.00,+25.58%,53.55,55.00,56.45,54.71,-17.07,-23.78%,196,0,unch,43.08%,-0.8580,Put,10/29/25
265.00,+27.99%,58.05,59.00,59.95,57.85,-16.05,-21.72%,16,3,unch,41.76%,-0.8938,Put,10/29/25
270.00,+30.41%,62.65,63.55,64.45,64.00,-29.41,-31.48%,78,0,unch,44.04%,-0.8974,Put,10/29/25
275.00,+32.82%,67.30,68.30,69.30,64.85,-73.85,-53.24%,23,0,unch,40.95%,-0.9438,Put,10/29/25
280.00,+35.24%,71.90,73.00,74.10,73.80,-4.90,-6.23%,29,113,+113,47.04%,-0.9168,Put,10/29/25
290.00,+40.07%,82.80,83.25,83.70,84.45,-48.48,-36.47%,103,0,unch,46.23%,-0.9534,Put,10/29/25
300.00,+44.90%,92.60,93.07,93.55,105.00,unch,unch,0,0,unch,47.43%,-0.9747,Put,10/09/25
310.00,+49.73%,102.20,102.93,103.65,102.25,-29.25,-22.24%,1,0,unch,0.00%,0.0000,Put,10/29/25
320.00,+54.56%,110.95,112.85,114.75,109.00,-27.75,-20.29%,4,0,unch,0.00%,0.0000,Put,10/29/25
330.00,+59.39%,121.35,123.05,124.75,148.60,unch,unch,0,0,unch,56.56%,-0.9789,Put,08/13/25
340.00,+64.22%,131.00,132.88,134.75,163.07,unch,unch,0,0,unch,0.00%,0.0000,Put,09/26/25
350.00,+69.05%,141.35,143.05,144.75,160.81,unch,unch,0,0,unch,62.42%,-0.9800,Put,10/02/25
360.00,+73.88%,151.40,153.08,154.75,177.80,unch,unch,0,0,unch,65.81%,-0.9790,Put,10/14/25
370.00,+78.71%,161.40,163.08,164.75,6.54,unch,unch,0,0,unch,68.51%,-0.9794,Put,N/A
380.00,+83.54%,171.40,173.08,174.75,6.90,unch,unch,0,0,unch,71.14%,-0.9797,Put,N/A
390.00,+88.37%,181.40,183.08,184.75,7.70,unch,unch,0,0,unch,73.68%,-0.9800,Put,N/A
400.00,+93.20%,191.05,192.90,194.75,8.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
"Downloaded from Barchart.com as of 10-29-2025 05:36pm CDT"
